record_kind,destination_artifact_id,execution_record_id,ratification_decision_id,source_absolute_path,source_filename,source_exists,source_readable,source_bytes,source_modified_time_utc,authorized_source_sha256,source_sha256_immediate,source_hash_match,associated_source_artifact_id,associated_source_filename,sidecar_filename,exact_sidecar_path,canonical_payload_record_found,authorized_payload_sha256,recalculated_canonical_payload_sha256,payload_hash_match,exact_destination_parent,exact_destination_path,destination_exists_before,destination_type_before,path_validation_status,rollback_reference,rollback_present
ADMISSION_SIDECAR,DEST-ART-005,DEST-ART-005,RAT-FILE-CL-004,,,,,,,,,,DEST-ART-004,CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md,CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\01_PROGRAM_GOVERNANCE\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md.admission.json,YES,846f728a1069e2d503bc64efc23e5d71bb7011c90c080d446e65629e8e2b739a,846f728a1069e2d503bc64efc23e5d71bb7011c90c080d446e65629e8e2b739a,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\01_PROGRAM_GOVERNANCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\01_PROGRAM_GOVERNANCE\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-007,DEST-ART-007,RAT-FILE-CL-005,,,,,,,,,,DEST-ART-006,CL_PHASE_00_CURSOR_READONLY_INVENTORY_PACKET_2026-07-13.md,CL_PHASE_00_CURSOR_READONLY_INVENTORY_PACKET_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_CURSOR_READONLY_INVENTORY_PACKET_2026-07-13.md.admission.json,YES,302870a20c5d02bf97000a953b035e407e71bf2fce21ceab5d4532844c3cfd17,302870a20c5d02bf97000a953b035e407e71bf2fce21ceab5d4532844c3cfd17,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_CURSOR_READONLY_INVENTORY_PACKET_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-009,DEST-ART-009,RAT-FILE-CL-006,,,,,,,,,,DEST-ART-008,CL_PHASE_00_EVIDENCE_FREEZE_COMPLETION_REPORT_2026-07-13.md,CL_PHASE_00_EVIDENCE_FREEZE_COMPLETION_REPORT_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_EVIDENCE_FREEZE_COMPLETION_REPORT_2026-07-13.md.admission.json,YES,697bbf9cec80e598d571b2296690478f66c5315ed27d9ee0d8f87ff50b86b79a,697bbf9cec80e598d571b2296690478f66c5315ed27d9ee0d8f87ff50b86b79a,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_EVIDENCE_FREEZE_COMPLETION_REPORT_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-011,DEST-ART-011,RAT-FILE-CL-007,,,,,,,,,,DEST-ART-010,CL_PHASE_00_MASTER_CONFLICT_LEDGER_2026-07-13.json,CL_PHASE_00_MASTER_CONFLICT_LEDGER_2026-07-13.json.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_MASTER_CONFLICT_LEDGER_2026-07-13.json.admission.json,YES,76b50d2e8aa002bb1692cda21d33efe5a8997466eb7ab28ecfe0f478c5e32667,76b50d2e8aa002bb1692cda21d33efe5a8997466eb7ab28ecfe0f478c5e32667,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_MASTER_CONFLICT_LEDGER_2026-07-13.json.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-013,DEST-ART-013,RAT-FILE-CL-008,,,,,,,,,,DEST-ART-012,CL_PHASE_00_MASTER_CONFLICT_LEDGER_2026-07-13.md,CL_PHASE_00_MASTER_CONFLICT_LEDGER_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_MASTER_CONFLICT_LEDGER_2026-07-13.md.admission.json,YES,fadf4bd20f53311f963a137bb421205f7c933943bb9e2178ecf526688b18dded,fadf4bd20f53311f963a137bb421205f7c933943bb9e2178ecf526688b18dded,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_MASTER_CONFLICT_LEDGER_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-015,DEST-ART-015,RAT-FILE-CL-009,,,,,,,,,,DEST-ART-014,CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.json,CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.json.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.json.admission.json,YES,a31372a6b23df0b4d8d8f42ae991cca4693270329a46bd9457eda43ed390f9f6,a31372a6b23df0b4d8d8f42ae991cca4693270329a46bd9457eda43ed390f9f6,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.json.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-017,DEST-ART-017,RAT-FILE-CL-010,,,,,,,,,,DEST-ART-016,CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.md,CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.md.admission.json,YES,a74512c67be539af5b6588adc211b6491879ae1ed8d8ffd540aeeb8c6a382c93,a74512c67be539af5b6588adc211b6491879ae1ed8d8ffd540aeeb8c6a382c93,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-019,DEST-ART-019,RAT-FILE-CL-011,,,,,,,,,,DEST-ART-018,CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json,CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json.admission.json,YES,222fe24774bb9747fb8b64b2d04e04c8566a6f8177e9e5d9e373efada26b29c3,222fe24774bb9747fb8b64b2d04e04c8566a6f8177e9e5d9e373efada26b29c3,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-021,DEST-ART-021,RAT-FILE-CL-012,,,,,,,,,,DEST-ART-020,CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json,CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json.admission.json,YES,272f95aeb6f802a72e6e960a0a40130d62da87f3f970e30c8da8a57d41b94413,272f95aeb6f802a72e6e960a0a40130d62da87f3f970e30c8da8a57d41b94413,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-023,DEST-ART-023,RAT-FILE-CL-013,,,,,,,,,,DEST-ART-022,CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md,CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md.admission.json,YES,e31c97592a1b2ddd7ce1ad790cc8c4601b126bb3e5db7ff1ec5a40815c6dc427,e31c97592a1b2ddd7ce1ad790cc8c4601b126bb3e5db7ff1ec5a40815c6dc427,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-025,DEST-ART-025,RAT-FILE-CL-014,,,,,,,,,,DEST-ART-024,CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json,CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json.admission.json,YES,ba06d7edd108517df80791cedbb3771dcc4b7e28069470853d069902520a91d7,ba06d7edd108517df80791cedbb3771dcc4b7e28069470853d069902520a91d7,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-027,DEST-ART-027,RAT-FILE-CL-015,,,,,,,,,,DEST-ART-026,CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md,CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md.admission.json,YES,e2c06c74eb0b6c29cdbbd829d1bf66a12dd8e6bf6110db5517fecc21cabc1d54,e2c06c74eb0b6c29cdbbd829d1bf66a12dd8e6bf6110db5517fecc21cabc1d54,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-029,DEST-ART-029,RAT-FILE-CL-016,,,,,,,,,,DEST-ART-028,CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json,CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json.admission.json,YES,c8f336442093f03abf9ea9c48f4b3a1ec0dc4e95548f8b1afb76311ce441b3d9,c8f336442093f03abf9ea9c48f4b3a1ec0dc4e95548f8b1afb76311ce441b3d9,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-031,DEST-ART-031,RAT-FILE-CL-017,,,,,,,,,,DEST-ART-030,CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md,CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md.admission.json,YES,4799d92781882cddc8f3fb826b9a87a74b613aa00ff93ff7284ac3b65645a64b,4799d92781882cddc8f3fb826b9a87a74b613aa00ff93ff7284ac3b65645a64b,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-033,DEST-ART-033,RAT-FILE-CL-018,,,,,,,,,,DEST-ART-032,CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md,CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md.admission.json,YES,9e47e5575dd7d5007d657119eb59777276fb7ba4fd3a922cc2dc7ed6fa5647cb,9e47e5575dd7d5007d657119eb59777276fb7ba4fd3a922cc2dc7ed6fa5647cb,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
ADMISSION_SIDECAR,DEST-ART-035,DEST-ART-035,RAT-FILE-CL-019,,,,,,,,,,DEST-ART-034,CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md,CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md.admission.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md.admission.json,YES,e79208156a7253c087186b5aa5d51f70072818929923d874ec4fe7d1647a76a3,e79208156a7253c087186b5aa5d51f70072818929923d874ec4fe7d1647a76a3,YES,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\03_PHASE_EVIDENCE\CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md.admission.json,NO,ABSENT,PASS,CL_PHASE_02J_ROLLBACK_BUNDLE,YES
