path,relative_path,kind,bytes,occupancy_class,cl_mig_001_in_scope,notes
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.md,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00_MASTER_EVIDENCE_REGISTER_2026-07-13.md,PROPOSED_TARGET,11517,PARENT_ABSENT,YES,MIG-0007|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json,PROPOSED_TARGET,2054,PARENT_ABSENT,YES,MIG-0008|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json,PROPOSED_TARGET,8606,PARENT_ABSENT,YES,MIG-0009|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md,PROPOSED_TARGET,3635,PARENT_ABSENT,YES,MIG-0010|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json,PROPOSED_TARGET,7454,PARENT_ABSENT,YES,MIG-0011|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md,PROPOSED_TARGET,4717,PARENT_ABSENT,YES,MIG-0012|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json,PROPOSED_TARGET,5293,PARENT_ABSENT,YES,MIG-0013|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md,PROPOSED_TARGET,4551,PARENT_ABSENT,YES,MIG-0014|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md,PROPOSED_TARGET,697,PARENT_ABSENT,YES,MIG-0015|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md,PROPOSED_TARGET,1816,PARENT_ABSENT,YES,MIG-0016|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PROD_ARCH_001_CRISIS_LITURGIES_AUTHORITY_ROLES_SYSTEM_ARCHITECTURE_v0.2.md,00_INSTITUTIONAL_CONTROL/authority/CL_PROD_ARCH_001_CRISIS_LITURGIES_AUTHORITY_ROLES_SYSTEM_ARCHITECTURE_v0.2.md,PROPOSED_TARGET,37831,PARENT_ABSENT,YES,MIG-0017|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.json,00_INSTITUTIONAL_CONTROL/accepted_decisions/CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.json,PROPOSED_TARGET,8043,PARENT_ABSENT,YES,MIG-0018|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md,00_INSTITUTIONAL_CONTROL/accepted_decisions/CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md,PROPOSED_TARGET,8089,PARENT_ABSENT,YES,MIG-0019|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions\CL_PHASE_01_FINAL_CLOSURE_RECORD_v1.0.md,00_INSTITUTIONAL_CONTROL/accepted_decisions/CL_PHASE_01_FINAL_CLOSURE_RECORD_v1.0.md,PROPOSED_TARGET,3168,PARENT_ABSENT,YES,MIG-0020|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions\CL_PHASE_01_FINAL_CLOSURE_RECORD_v1.0.json,00_INSTITUTIONAL_CONTROL/accepted_decisions/CL_PHASE_01_FINAL_CLOSURE_RECORD_v1.0.json,PROPOSED_TARGET,395,PARENT_ABSENT,YES,MIG-0021|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\03_RELEASE_PROFILES\deferred\CL_DEATH_OF_THE_BIT_SPECIAL_PROFILE\CL_PHASE_01_F_DEATH_BIT_PROFILE_DEFERRAL_v1.0.md,03_RELEASE_PROFILES/deferred/CL_DEATH_OF_THE_BIT_SPECIAL_PROFILE/CL_PHASE_01_F_DEATH_BIT_PROFILE_DEFERRAL_v1.0.md,PROPOSED_TARGET,2139,PARENT_ABSENT,YES,MIG-0022|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_AUTHORITY\CL_PHASE_02_NON_DESTRUCTIVE_MIGRATION_PLANNING_CHARTER_v1.0.md,00_PROJECT_CONTROL/CL_PHASE_02_AUTHORITY/CL_PHASE_02_NON_DESTRUCTIVE_MIGRATION_PLANNING_CHARTER_v1.0.md,PROPOSED_TARGET,3564,PARENT_ABSENT,YES,MIG-0023|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_AUTHORITY\CL_PHASE_02_CURSOR_MIGRATION_PLANNING_PACKET.md,00_PROJECT_CONTROL/CL_PHASE_02_AUTHORITY/CL_PHASE_02_CURSOR_MIGRATION_PLANNING_PACKET.md,PROPOSED_TARGET,1984,PARENT_ABSENT,YES,MIG-0024|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions\CL_PHASE_00_FINAL_CLOSURE_RECORD_2026-07-13.md,00_INSTITUTIONAL_CONTROL/accepted_decisions/CL_PHASE_00_FINAL_CLOSURE_RECORD_2026-07-13.md,PROPOSED_TARGET,4539,PARENT_ABSENT,YES,MIG-0025|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions\CL_PHASE_00_FINAL_CLOSURE_RECORD_2026-07-13.json,00_INSTITUTIONAL_CONTROL/accepted_decisions/CL_PHASE_00_FINAL_CLOSURE_RECORD_2026-07-13.json,PROPOSED_TARGET,868,PARENT_ABSENT,YES,MIG-0026|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_01_AUTHORITY_PROFILE_ROOT_RECONCILIATION_CHARTER_2026-07-13.md,00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_01_AUTHORITY_PROFILE_ROOT_RECONCILIATION_CHARTER_2026-07-13.md,PROPOSED_TARGET,4566,PARENT_ABSENT,YES,MIG-0027|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_01_AUTHORITY_PROFILE_ROOT_RECONCILIATION_CHARTER_2026-07-13.json,00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_01_AUTHORITY_PROFILE_ROOT_RECONCILIATION_CHARTER_2026-07-13.json,PROPOSED_TARGET,646,PARENT_ABSENT,YES,MIG-0028|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\06_BUILDER\schemas\CL_MIGRATION_MANIFEST.schema.json,06_BUILDER/schemas/CL_MIGRATION_MANIFEST.schema.json,PROPOSED_TARGET,13255,PARENT_ABSENT,YES,MIG-0029|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\06_BUILDER\schemas\CL_EXTERNAL_BINARY_REFERENCE.schema.json,06_BUILDER/schemas/CL_EXTERNAL_BINARY_REFERENCE.schema.json,PROPOSED_TARGET,4976,PARENT_ABSENT,YES,MIG-0030|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\04_COLLECTION_REGISTRY\CL_COLLECTION_STATE_MAP_v1.0.json,04_COLLECTION_REGISTRY/CL_COLLECTION_STATE_MAP_v1.0.json,PROPOSED_TARGET,3815,PARENT_ABSENT,YES,MIG-0031|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\04_COLLECTION_REGISTRY\CL_PHASE_01_E_COLLECTION_STATE_LANGUAGE_STANDARD_v1.0.md,04_COLLECTION_REGISTRY/CL_PHASE_01_E_COLLECTION_STATE_LANGUAGE_STANDARD_v1.0.md,PROPOSED_TARGET,7527,PARENT_ABSENT,YES,MIG-0032|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\registries\mirrors\CL_PHASE_01_D_MIRROR_AND_DUPLICATE_DOCTRINE_v1.0.md,00_INSTITUTIONAL_CONTROL/registries/mirrors/CL_PHASE_01_D_MIRROR_AND_DUPLICATE_DOCTRINE_v1.0.md,PROPOSED_TARGET,7198,PARENT_ABSENT,YES,MIG-0033|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions\CL_PHASE_01_C_CANONICAL_ROOT_RATIFICATION_v1.0.md,00_INSTITUTIONAL_CONTROL/accepted_decisions/CL_PHASE_01_C_CANONICAL_ROOT_RATIFICATION_v1.0.md,PROPOSED_TARGET,3887,PARENT_ABSENT,YES,MIG-0034|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\03_RELEASE_PROFILES\CL_RELEASE_PROFILE_REGISTRY_v1.0.json,03_RELEASE_PROFILES/CL_RELEASE_PROFILE_REGISTRY_v1.0.json,PROPOSED_TARGET,2200,PARENT_ABSENT,YES,MIG-0035|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_01_A_GOVERNANCE_CROSS_REFERENCE_v1.0.md,00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_01_A_GOVERNANCE_CROSS_REFERENCE_v1.0.md,PROPOSED_TARGET,3018,PARENT_ABSENT,YES,MIG-0036|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL-OPS-001_Crisis_Liturgies_Role_Separation_and_Execution_Protocol_v1.0.md,00_INSTITUTIONAL_CONTROL/authority/CL-OPS-001_Crisis_Liturgies_Role_Separation_and_Execution_Protocol_v1.0.md,PROPOSED_TARGET,6605,PARENT_ABSENT,YES,MIG-0037|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_00_EVIDENCE\CL_PHASE_00_DISK_INVENTORY_EXTERNAL_REF.json,00_PROJECT_CONTROL/CL_PHASE_00_EVIDENCE/CL_PHASE_00_DISK_INVENTORY_EXTERNAL_REF.json,PROPOSED_TARGET,1102,PARENT_ABSENT,YES,MIG-0038|PLANNED
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\_DEFERRED_BATCH_PLACEHOLDER.txt,90_QUARANTINE/chachipti_governance_claims/_DEFERRED_BATCH_PLACEHOLDER.txt,PROPOSED_TARGET,,PARENT_ABSENT,YES,MIG-0039|DEFERRED
