path,relative_path,kind,bytes,occupancy_class,cl_mig_001_in_scope,notes
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02C_PLANNING_REPAIR\CL_PHASE_02C_REPAIR_REGISTER.csv,00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_REPAIR_REGISTER.csv,FILE,5949,PREMIGRATION_OCCUPANCY,INSPECT,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02C_PLANNING_REPAIR\CL_PHASE_02C_REVISED_PROGRAM_TOPOLOGY.md,00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_REVISED_PROGRAM_TOPOLOGY.md,FILE,3835,PREMIGRATION_OCCUPANCY,INSPECT,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02C_PLANNING_REPAIR\CL_PHASE_02C_REVISED_SOURCE_TARGET_MAP.csv,00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_REVISED_SOURCE_TARGET_MAP.csv,FILE,48116,PREMIGRATION_OCCUPANCY,INSPECT,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02C_PLANNING_REPAIR\CL_PHASE_02C_REVISED_TOPOLOGY_REGISTER.csv,00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_REVISED_TOPOLOGY_REGISTER.csv,FILE,6720,PREMIGRATION_OCCUPANCY,INSPECT,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_EXTERNAL_BINARY_REFERENCE.schema.json,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_EXTERNAL_BINARY_REFERENCE.schema.json,FILE,3914,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_EXTERNAL_BINARY_REFERENCE.schema.v1.1.json,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_EXTERNAL_BINARY_REFERENCE.schema.v1.1.json,FILE,4976,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_MIGRATION_MANIFEST.schema.json,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIGRATION_MANIFEST.schema.json,FILE,8919,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_MIGRATION_MANIFEST.schema.v1.1.json,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIGRATION_MANIFEST.schema.v1.1.json,FILE,13255,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_MIG_001_GOVERNANCE_AND_REGISTRIES_PLAN.md,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_GOVERNANCE_AND_REGISTRIES_PLAN.md,FILE,5427,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_MIG_001_MIGRATION_MANIFEST_PLAN.json,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_MIGRATION_MANIFEST_PLAN.json,FILE,56419,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_PHASE_02_COLLISION_REPORT.md,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_COLLISION_REPORT.md,FILE,5211,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_PHASE_02_PATH_REFERENCE_SCAN_PLAN.md,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_PATH_REFERENCE_SCAN_PLAN.md,FILE,4541,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_PHASE_02_PLANNING_RECEIPT.md,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_PLANNING_RECEIPT.md,FILE,3925,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_PHASE_02_ROLLBACK_PLAN.md,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_ROLLBACK_PLAN.md,FILE,4261,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_PHASE_02_SOURCE_TO_TARGET_MAP.csv,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_SOURCE_TO_TARGET_MAP.csv,FILE,8241,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_PHASE_02_TARGET_NAMESPACE_BLUEPRINT.md,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_TARGET_NAMESPACE_BLUEPRINT.md,FILE,7972,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_PHASE_02_TARGET_NAMESPACE_TREE.txt,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_TARGET_NAMESPACE_TREE.txt,FILE,3315,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\_phase02a_interim.json,00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/_phase02a_interim.json,FILE,5505,PREMIGRATION_OCCUPANCY,YES_PLANNING_DIR,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\00_CONTROL,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/00_CONTROL,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\01_SOURCE_DOSSIER,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/01_SOURCE_DOSSIER,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\02_PROMPT_PACKETS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/02_PROMPT_PACKETS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\03_VISUAL_QC,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\05_RELEASE_SNAPSHOT,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\06_ARCHIVE_RELEASE_LOCK,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/06_ARCHIVE_RELEASE_LOCK,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\07_CURSOR_HANDOFF,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/07_CURSOR_HANDOFF,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\08_NOTION_EXPORTS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\09_RELEASE_SNAPSHOTS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/09_RELEASE_SNAPSHOTS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\10_SOURCE_EXPORTS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\11_FINAL_ARCHIVE_LOCK,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/11_FINAL_ARCHIVE_LOCK,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\99_QUARANTINE,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/99_QUARANTINE,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\00_CONTROL\CANON,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/00_CONTROL/CANON,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\00_CONTROL\LOCKS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/00_CONTROL/LOCKS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\00_CONTROL\MANIFESTS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/00_CONTROL/MANIFESTS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\00_CONTROL\QC_RULES,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/00_CONTROL/QC_RULES,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\00_CONTROL\RUN_STATE,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/00_CONTROL/RUN_STATE,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\02_PROMPT_PACKETS\APPROVED_PROMPTS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/02_PROMPT_PACKETS/APPROVED_PROMPTS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\02_PROMPT_PACKETS\ISSUE_BATCHES,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/02_PROMPT_PACKETS/ISSUE_BATCHES,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\02_PROMPT_PACKETS\PAGE_PACKETS,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/02_PROMPT_PACKETS/PAGE_PACKETS,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\03_VISUAL_QC\CL-EV-001_ISSUE_QC_INDEX.md,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/CL-EV-001_ISSUE_QC_INDEX.md,FILE,1018,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\03_VISUAL_QC\CL-EV-001_PAGE_QC_INDEX.md,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/CL-EV-001_PAGE_QC_INDEX.md,FILE,533,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\03_VISUAL_QC\CL-EV-001_PATCH_REGISTER.md,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/CL-EV-001_PATCH_REGISTER.md,FILE,190,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\03_VISUAL_QC\CL-EV-001_QUARANTINE_REGISTER.md,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/CL-EV-001_QUARANTINE_REGISTER.md,FILE,207,PREMIGRATION_OCCUPANCY,NO,
