manifest_record_id,batch_id,source_absolute_path,source_relative_path,source_parent_path,source_filename,source_extension,source_bytes,source_modified_time_utc,source_sha256,source_git_status,record_type,lifecycle_state,program,volume,authority_state,authority_evidence,proposed_target_absolute_path,proposed_target_relative_path,target_parent_path,target_parent_exists,target_exists,target_collision_type,path_length,path_validation_status,external_binary,external_reference_required,rollback_source_reference,rollback_hash,eligibility_status,inclusion_or_exclusion_reason,human_review_required
MFR-0011,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json,.json,2054,2026-07-13T12:43:29Z,012d6f93f20d8399079688dd8b4fdeeea246468bc750ea2fe97814f4deb178ed,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,141,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_PACKAGE_MANIFEST_2026-07-13.json,012d6f93f20d8399079688dd8b4fdeeea246468bc750ea2fe97814f4deb178ed,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0012,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json,.json,8606,2026-07-13T12:43:12Z,39723cf4cabfd16ccb106c4f4fd3ef106bce5a49760d91be7f1cef03de34cad1,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,144,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.json,39723cf4cabfd16ccb106c4f4fd3ef106bce5a49760d91be7f1cef03de34cad1,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0013,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md,.md,3635,2026-07-13T12:41:32Z,dad4f5dd49b9c685e903e4a7a516ab328e81501a4a29f334843dbc6c7348f87f,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,142,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_QUARANTINE_REGISTER_2026-07-13.md,dad4f5dd49b9c685e903e4a7a516ab328e81501a4a29f334843dbc6c7348f87f,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0014,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json,.json,7454,2026-07-13T12:42:54Z,45d67bd14c4684ba88e4913061b2ea353c6bbb79cd2a92113fee9cc85957cfea,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,140,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.json,45d67bd14c4684ba88e4913061b2ea353c6bbb79cd2a92113fee9cc85957cfea,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0015,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md,.md,4717,2026-07-13T12:41:21Z,a1551a3cd2a0c8003e9475917acb2a214592da04e85e1595262502d8d0c54a4f,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,138,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00_SOURCE_ROOT_MAP_2026-07-13.md,a1551a3cd2a0c8003e9475917acb2a214592da04e85e1595262502d8d0c54a4f,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0016,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json,.json,5293,2026-07-13T17:45:16Z,57dd0c4f4e3226d6f23d38a78de37ad7957bfb8a08137ebde2d15e8c9d414bec,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,162,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.json,57dd0c4f4e3226d6f23d38a78de37ad7957bfb8a08137ebde2d15e8c9d414bec,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0017,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md,.md,4551,2026-07-13T17:45:16Z,e824bfe6a7f8fc48644318a13f744ba5d2c1aa2e4da86426881c91a2522cef2b,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,160,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00B_CURSOR_DISK_INVENTORY_RECONCILIATION_2026-07-13.md,e824bfe6a7f8fc48644318a13f744ba5d2c1aa2e4da86426881c91a2522cef2b,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0018,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md,.md,697,2026-07-13T17:45:16Z,f0d71382ec14ade9aeb8c350976389bbbd60cf37c3f2cca0bf75be3751f44ce1,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,137,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00B_STATUS_UPDATE_2026-07-13.md,f0d71382ec14ade9aeb8c350976389bbbd60cf37c3f2cca0bf75be3751f44ce1,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0019,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md,.md,1816,2026-07-13T17:45:16Z,fbe46d68e0893ac8bf98341cd532652ff77275508d1b30375438cabaec225cbc,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,154,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_00C_PACKAGE_INTEGRITY_PATCH_PACKET_2026-07-13.md,fbe46d68e0893ac8bf98341cd532652ff77275508d1b30375438cabaec225cbc,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0020,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_01_FINAL_CLOSURE_AND_PHASE_02_PLANNING_PACKAGE_2026-07-13.zip,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PHASE_01_FINAL_CLOSURE_AND_PHASE_02_PLANNING_PACKAGE_2026-07-13.zip,.zip,7351,2026-07-13T15:25:38Z,9021e371274581d8309be5569921e942cef8622079ae3e2352bdb47feb922bb6,OUTSIDE_REPO,ARCHIVE_PACKAGE,EVIDENCE_PACKAGE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,MAP-001 Drive CL OPS control package,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PHASE_01_FINAL_CLOSURE_AND_PHASE_02_PLANNING_PACKAGE_2026-07-13.zip,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PHASE_01_FINAL_CLOSURE_AND_PHASE_02_PLANNING_PACKAGE_2026-07-13.zip,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,167,OK,YES,YES,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PHASE_01_FINAL_CLOSURE_AND_PHASE_02_PLANNING_PACKAGE_2026-07-13.zip,9021e371274581d8309be5569921e942cef8622079ae3e2352bdb47feb922bb6,EXCLUDED_BINARY,Binary/archive extension .zip not admitted to MIG-001 governance batch,YES
MFR-0021,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PROD_ARCH_001_CRISIS_LITURGIES_AUTHORITY_ROLES_SYSTEM_ARCHITECTURE_v0.2.md,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PROD_ARCH_001_CRISIS_LITURGIES_AUTHORITY_ROLES_SYSTEM_ARCHITECTURE_v0.2.md,.md,37831,2026-07-13T12:42:06Z,d77bb589a551c91a92cf1b6c6a677eac1a4543b7e17f172290308d7b70c9b0e9,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PROD_ARCH_001_CRISIS_LITURGIES_AUTHORITY_ROLES_SYSTEM_ARCHITECTURE_v0.2.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PROD_ARCH_001_CRISIS_LITURGIES_AUTHORITY_ROLES_SYSTEM_ARCHITECTURE_v0.2.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,174,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PROD_ARCH_001_CRISIS_LITURGIES_AUTHORITY_ROLES_SYSTEM_ARCHITECTURE_v0.2.md,d77bb589a551c91a92cf1b6c6a677eac1a4543b7e17f172290308d7b70c9b0e9,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0022,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.json,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.json,.json,8043,2026-07-13T12:43:19Z,748e10eb7b5cd97ecd4a9e380435257ae35820f95ea1c9b4908b4ad05aa2cd1e,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.json,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,166,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.json,748e10eb7b5cd97ecd4a9e380435257ae35820f95ea1c9b4908b4ad05aa2cd1e,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0023,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md,,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001,CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md,.md,8089,2026-07-13T12:41:59Z,275202a24950daea7ffc0a2a370448f424ace8e9e4b698b48447e13242073fd8,OUTSIDE_REPO,GOVERNANCE_CONTROL_RECORD,CONTROL_CANDIDATE,CRISIS_LITURGIES,,DRIVE_CONTROL_CANDIDATE,Phase 00/01/architecture control package on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/authority/CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\authority,NO,NO,NONE,164,OK,NO,NO,C:\Users\steve\My Drive\The Gradient\CRISIS_LITURGIES\00_PROJECT_CONTROL_CL_OPS_001\CL_PROD_ARCH_001A_RATIFICATION_AND_NAMED_PATCH_RECORD_2026-07-13.md,275202a24950daea7ffc0a2a370448f424ace8e9e4b698b48447e13242073fd8,ELIGIBLE_FOR_DRY_RUN,Governance/registry text in Drive control package mapped by MAP-001 to proposed authority lane,YES
MFR-0024,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_regen_candidates.py,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,_regen_candidates.py,.py,15148,2026-07-13T14:52:18Z,349b13295334a8d58cb9cdae2ed7bd75f50a91752e37e0b5d8baf89e5a3b36ec,OUTSIDE_REPO,INVENTORY_TOOLING,EVIDENCE_SUPPORT,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\_regen_candidates.py,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/_regen_candidates.py,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,140,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_regen_candidates.py,349b13295334a8d58cb9cdae2ed7bd75f50a91752e37e0b5d8baf89e5a3b36ec,EXCLUDED_NON_GOVERNANCE,Inventory tooling/logs excluded from MIG-001 governance/registry admit set,NO
MFR-0025,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_run_00c_patch.py,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,_run_00c_patch.py,.py,11017,2026-07-13T14:52:18Z,2b95b743c0208d8bc391125f93d8ddec104f817a5b834a2be91f562ad1cf32ac,OUTSIDE_REPO,INVENTORY_TOOLING,EVIDENCE_SUPPORT,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\_run_00c_patch.py,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/_run_00c_patch.py,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,137,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_run_00c_patch.py,2b95b743c0208d8bc391125f93d8ddec104f817a5b834a2be91f562ad1cf32ac,EXCLUDED_NON_GOVERNANCE,Inventory tooling/logs excluded from MIG-001 governance/registry admit set,NO
MFR-0026,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_run_inventory.log,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,_run_inventory.log,.log,8320,2026-07-13T13:10:13Z,488ee04536240f27e086287788d3255e8171d0b1263d4529775dc41a856e943e,OUTSIDE_REPO,INVENTORY_TOOLING,EVIDENCE_SUPPORT,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\_run_inventory.log,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/_run_inventory.log,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,138,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_run_inventory.log,488ee04536240f27e086287788d3255e8171d0b1263d4529775dc41a856e943e,EXCLUDED_NON_GOVERNANCE,Inventory tooling/logs excluded from MIG-001 governance/registry admit set,NO
MFR-0027,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_run_inventory.py,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,_run_inventory.py,.py,39199,2026-07-13T14:52:18Z,c91d8f5312a9a58c36b034da5c0900d76369874d463b5efb610e7d576c5c3e12,OUTSIDE_REPO,INVENTORY_TOOLING,EVIDENCE_SUPPORT,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\_run_inventory.py,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/_run_inventory.py,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,137,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_run_inventory.py,c91d8f5312a9a58c36b034da5c0900d76369874d463b5efb610e7d576c5c3e12,EXCLUDED_NON_GOVERNANCE,Inventory tooling/logs excluded from MIG-001 governance/registry admit set,NO
